title,year,url,checkedcount,favouritecount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
"Wrong Turn",2003,http://www.icheckmovies.com/movies/wrong+turn/,7653,126,1,119,,http://www.imdb.com/title/tt0295700/,"2009-11-14 18:38:32",no,no,no,no
Scanners,1981,http://www.icheckmovies.com/movies/scanners/,6927,330,4,285,,http://www.imdb.com/title/tt0081455/,"2009-11-14 18:38:22",no,no,no,no
"Batoru rowaiaru",2000,http://www.icheckmovies.com/movies/batoru+rowaiaru/,23122,2120,9,548,"Battle Royale",http://www.imdb.com/title/tt0266308/,"2009-11-14 18:37:56",no,no,no,no
"Bud Abbott Lou Costello Meet Frankenstein",1948,http://www.icheckmovies.com/movies/bud+abbott+lou+costello+meet+frankenstein/,2895,144,6,204,"Abbott and Costello Meet Frankenstein",http://www.imdb.com/title/tt0040068/,"2009-11-14 18:37:46",no,no,no,no
"The Blob",1958,http://www.icheckmovies.com/movies/the+blob/,5761,138,5,199,,http://www.imdb.com/title/tt0051418/,"2009-11-14 18:37:33",no,no,no,no
"House of 1000 Corpses",2003,http://www.icheckmovies.com/movies/house+of+1000+corpses/,7920,314,1,172,,http://www.imdb.com/title/tt0251736/,"2009-11-14 18:37:29",no,no,no,no
"They Live",1988,http://www.icheckmovies.com/movies/they+live/,10203,957,6,384,,http://www.imdb.com/title/tt0096256/,"2009-11-14 18:37:24",no,no,no,no
"Sweeney Todd: The Demon Barber of Fleet Street",2007,http://www.icheckmovies.com/movies/sweeney+todd+the+demon+barber+of+fleet+street/,50761,2836,6,433,,http://www.imdb.com/title/tt0408236/,"2009-11-14 18:37:22",no,no,no,no
Slither,2006,http://www.icheckmovies.com/movies/slither/,8290,275,3,207,,http://www.imdb.com/title/tt0439815/,"2009-11-14 18:37:14",no,no,no,no
Tremors,1990,http://www.icheckmovies.com/movies/tremors/,16680,750,3,272,,http://www.imdb.com/title/tt0100814/,"2009-11-14 18:37:10",no,no,no,no
"The Lost Boys",1987,http://www.icheckmovies.com/movies/the+lost+boys/,14877,842,3,258,,http://www.imdb.com/title/tt0093437/,"2009-11-14 18:36:56",no,no,no,no
"28 Weeks Later",2007,http://www.icheckmovies.com/movies/28+weeks+later/,23597,694,2,242,,http://www.imdb.com/title/tt0463854/,"2009-11-14 18:36:55",no,no,no,no
"Killer Klowns from Outer Space",1988,http://www.icheckmovies.com/movies/killer+klowns+from+outer+space/,5121,236,3,181,,http://www.imdb.com/title/tt0095444/,"2009-11-14 18:36:40",no,no,no,no
"Cannibal Holocaust",1980,http://www.icheckmovies.com/movies/cannibal+holocaust/,6308,239,5,295,,http://www.imdb.com/title/tt0078935/,"2009-11-14 18:36:39",no,no,no,no
"Wes Craven's New Nightmare",1994,http://www.icheckmovies.com/movies/wes+cravens+new+nightmare/,5652,168,2,160,,http://www.imdb.com/title/tt0111686/,"2009-11-14 18:36:36",no,no,no,no
"Planet Terror",2007,http://www.icheckmovies.com/movies/planet+terror/,18791,963,1,233,,http://www.imdb.com/title/tt1077258/,"2009-11-14 18:36:22",no,no,no,no
"Dawn of the Dead",2004,http://www.icheckmovies.com/movies/dawn+of+the+dead-2004/,20814,807,1,306,,http://www.imdb.com/title/tt0363547/,"2009-11-14 18:36:12",no,no,no,no
"Child's Play",1988,http://www.icheckmovies.com/movies/childs+play/,13544,279,2,227,,http://www.imdb.com/title/tt0094862/,"2009-11-14 18:35:52",no,no,no,no
Saw,2004,http://www.icheckmovies.com/movies/saw/,55137,1971,6,403,,http://www.imdb.com/title/tt0387564/,"2009-11-14 18:35:46",no,no,no,no
Cloverfield,2008,http://www.icheckmovies.com/movies/cloverfield/,34211,1351,4,375,,http://www.imdb.com/title/tt1060277/,"2009-11-14 18:35:44",no,no,no,no
"Friday the 13th Part 2",1981,http://www.icheckmovies.com/movies/friday+the+13th+part+2/,7749,128,1,156,,http://www.imdb.com/title/tt0082418/,"2009-11-14 18:35:42",no,no,no,no
"The Mist",2007,http://www.icheckmovies.com/movies/the+mist/,20579,1057,1,315,,http://www.imdb.com/title/tt0884328/,"2009-11-14 18:34:35",no,no,no,no
"American Psycho",2000,http://www.icheckmovies.com/movies/american+psycho/,56316,4802,10,732,,http://www.imdb.com/title/tt0144084/,"2009-11-14 18:33:13",no,no,no,no
"Drag Me to Hell",2009,http://www.icheckmovies.com/movies/drag+me+to+hell/,19240,694,3,277,,http://www.imdb.com/title/tt1127180/,"2009-11-14 18:33:10",no,no,no,no
"Final Destination",2000,http://www.icheckmovies.com/movies/final+destination/,27333,561,1,228,,http://www.imdb.com/title/tt0195714/,"2009-11-14 18:33:03",no,no,no,no
"From Dusk Till Dawn",1996,http://www.icheckmovies.com/movies/from+dusk+till+dawn/,26381,1462,2,372,,http://www.imdb.com/title/tt0116367/,"2009-11-14 18:33:02",no,no,no,no
"Army of Darkness",1992,http://www.icheckmovies.com/movies/army+of+darkness/,19582,1536,6,406,,http://www.imdb.com/title/tt0106308/,"2009-11-14 18:33:00",no,no,no,no
"Fright Night",1985,http://www.icheckmovies.com/movies/fright+night/,6451,327,2,217,,http://www.imdb.com/title/tt0089175/,"2009-11-14 18:32:58",no,no,no,no
"Haute tension",2003,http://www.icheckmovies.com/movies/haute+tension/,5117,284,3,233,"High Tension",http://www.imdb.com/title/tt0338095/,"2009-11-14 18:32:32",no,no,no,no
Candyman,1992,http://www.icheckmovies.com/movies/candyman/,9405,291,1,223,,http://www.imdb.com/title/tt0103919/,"2009-11-14 18:32:19",no,no,no,no
"The Omen",1976,http://www.icheckmovies.com/movies/the+omen/,16829,677,6,402,,http://www.imdb.com/title/tt0075005/,"2009-11-14 18:32:04",no,no,no,no
"28 Days Later...",2002,http://www.icheckmovies.com/movies/28+days+later.../,52213,3485,8,598,,http://www.imdb.com/title/tt0289043/,"2009-11-14 18:31:53",no,no,no,no
"The Descent",2005,http://www.icheckmovies.com/movies/the+descent/,18889,950,4,367,,http://www.imdb.com/title/tt0435625/,"2009-11-14 18:31:43",no,no,no,no
Phantasm,1979,http://www.icheckmovies.com/movies/phantasm/,3740,181,2,210,,http://www.imdb.com/title/tt0079714/,"2009-11-14 18:31:40",no,no,no,no
Braindead,1992,http://www.icheckmovies.com/movies/braindead/,10365,985,6,429,"Dead Alive",http://www.imdb.com/title/tt0103873/,"2009-11-14 18:31:38",no,no,no,no
"Friday the 13th",1980,http://www.icheckmovies.com/movies/friday+the+13th/,17768,346,3,323,,http://www.imdb.com/title/tt0080761/,"2009-11-14 18:31:38",no,no,no,no
Predator,1987,http://www.icheckmovies.com/movies/predator/,34032,1752,8,457,,http://www.imdb.com/title/tt0093773/,"2009-11-14 18:31:27",no,no,no,no
Stargate,1994,http://www.icheckmovies.com/movies/stargate/,13577,579,3,127,,http://www.imdb.com/title/tt0111282/,"2009-11-14 18:31:26",no,no,no,no
"Galaxy Quest",1999,http://www.icheckmovies.com/movies/galaxy+quest/,19998,1195,3,230,,http://www.imdb.com/title/tt0177789/,"2009-11-14 18:31:24",no,no,no,no
Primer,2004,http://www.icheckmovies.com/movies/primer/,16180,1481,7,362,,http://www.imdb.com/title/tt0390384/,"2009-11-14 18:31:21",no,no,no,no
"A Scanner Darkly",2006,http://www.icheckmovies.com/movies/a+scanner+darkly/,15128,973,5,254,,http://www.imdb.com/title/tt0405296/,"2009-11-14 18:31:11",no,no,no,no
"Starship Troopers",1997,http://www.icheckmovies.com/movies/starship+troopers/,29102,1632,8,391,,http://www.imdb.com/title/tt0120201/,"2009-11-14 18:31:10",no,no,no,no
Cube,1997,http://www.icheckmovies.com/movies/cube/,22696,1365,4,336,,http://www.imdb.com/title/tt0123755/,"2009-11-14 18:31:09",no,no,no,no
Gattaca,1997,http://www.icheckmovies.com/movies/gattaca/,31645,2747,3,413,,http://www.imdb.com/title/tt0119177/,"2009-11-14 18:30:52",no,no,no,no
"Escape from New York",1981,http://www.icheckmovies.com/movies/escape+from+new+york/,12877,710,5,350,,http://www.imdb.com/title/tt0082340/,"2009-11-14 18:30:47",no,no,no,no
"The Abyss",1989,http://www.icheckmovies.com/movies/the+abyss/,14281,789,3,255,,http://www.imdb.com/title/tt0096754/,"2009-11-14 18:30:07",no,no,no,no
"Invasion of the Body Snatchers",1978,http://www.icheckmovies.com/movies/invasion+of+the+body+snatchers-1978/,7460,434,3,341,,http://www.imdb.com/title/tt0077745/,"2009-11-14 18:30:01",no,no,no,no
TRON,1982,http://www.icheckmovies.com/movies/tron/,17801,678,5,264,,http://www.imdb.com/title/tt0084827/,"2009-11-14 18:30:00",no,no,no,no
RoboCop,1987,http://www.icheckmovies.com/movies/robocop/,38365,1649,14,560,,http://www.imdb.com/title/tt0093870/,"2009-11-14 18:21:08",no,no,no,no
"Repo Man",1984,http://www.icheckmovies.com/movies/repo+man/,6548,455,8,274,,http://www.imdb.com/title/tt0087995/,"2009-11-14 18:20:57",no,no,no,no
Re-Animator,1985,http://www.icheckmovies.com/movies/re-animator/,7352,551,5,387,,http://www.imdb.com/title/tt0089885/,"2009-11-14 18:20:54",no,no,no,no
"Gangs of New York",2002,http://www.icheckmovies.com/movies/gangs+of+new+york/,43948,2118,5,465,,http://www.imdb.com/title/tt0217505/,"2009-11-14 18:19:26",no,no,no,no
"Donnie Brasco",1997,http://www.icheckmovies.com/movies/donnie+brasco/,15986,840,5,248,,http://www.imdb.com/title/tt0119008/,"2009-11-14 18:17:30",no,no,no,no
"Dark City",1998,http://www.icheckmovies.com/movies/dark+city/,17243,1620,5,397,,http://www.imdb.com/title/tt0118929/,"2009-11-14 18:14:10",no,no,no,no
Adaptation.,2002,http://www.icheckmovies.com/movies/adaptation./,26015,2539,10,614,,http://www.imdb.com/title/tt0268126/,"2009-11-14 18:13:44",no,no,no,no
"The Wolf Man",1941,http://www.icheckmovies.com/movies/the+wolf+man/,4864,165,2,291,,http://www.imdb.com/title/tt0034398/,"2009-11-14 18:12:49",no,no,no,no
"Willy Wonka & the Chocolate Factory",1971,http://www.icheckmovies.com/movies/willy+wonka+and+the+chocolate+factory/,63014,2852,8,465,,http://www.imdb.com/title/tt0067992/,"2009-11-14 18:12:45",no,no,no,no
"West Side Story",1961,http://www.icheckmovies.com/movies/west+side+story/,30911,1262,21,636,,http://www.imdb.com/title/tt0055614/,"2009-11-14 18:12:38",no,no,no,no
"The Untouchables",1987,http://www.icheckmovies.com/movies/the+untouchables/,30103,1607,8,486,,http://www.imdb.com/title/tt0094226/,"2009-11-14 18:12:22",no,no,no,no
"Top Gun",1986,http://www.icheckmovies.com/movies/top+gun/,46611,1021,8,373,,http://www.imdb.com/title/tt0092099/,"2009-11-14 18:12:08",no,no,no,no
Titanic,1997,http://www.icheckmovies.com/movies/titanic/,113112,4672,24,928,,http://www.imdb.com/title/tt0120338/,"2009-11-14 18:12:01",no,no,no,no
"Three Kings",1999,http://www.icheckmovies.com/movies/three+kings/,16363,583,5,266,,http://www.imdb.com/title/tt0120188/,"2009-11-14 18:11:56",no,no,no,no
"This Is Spinal Tap",1984,http://www.icheckmovies.com/movies/this+is+spinal+tap/,30936,2424,19,619,,http://www.imdb.com/title/tt0088258/,"2009-11-14 18:11:53",no,no,no,no
"The Texas Chain Saw Massacre",1974,http://www.icheckmovies.com/movies/the+texas+chain+saw+massacre/,24600,1248,14,672,,http://www.imdb.com/title/tt0072271/,"2009-11-14 18:11:42",no,no,no,no
Sideways,2004,http://www.icheckmovies.com/movies/sideways/,19488,1202,8,478,,http://www.imdb.com/title/tt0375063/,"2009-11-14 18:11:00",no,no,no,no
Scream,1996,http://www.icheckmovies.com/movies/scream/,43247,1471,8,554,,http://www.imdb.com/title/tt0117571/,"2009-11-14 18:10:41",no,no,no,no
Poltergeist,1982,http://www.icheckmovies.com/movies/poltergeist/,25834,898,8,462,,http://www.imdb.com/title/tt0084516/,"2009-11-14 18:10:04",no,no,no,no
Pi,1998,http://www.icheckmovies.com/movies/pi/,21505,1732,6,369,,http://www.imdb.com/title/tt0138704/,"2009-11-14 18:09:54",no,no,no,no
"A Nightmare on Elm Street",1984,http://www.icheckmovies.com/movies/a+nightmare+on+elm+street/,33293,1332,7,578,,http://www.imdb.com/title/tt0087800/,"2009-11-14 18:08:49",no,no,no,no
"Natural Born Killers",1994,http://www.icheckmovies.com/movies/natural+born+killers/,24710,1688,9,381,,http://www.imdb.com/title/tt0110632/,"2009-11-14 18:08:40",no,no,no,no
Manhunter,1986,http://www.icheckmovies.com/movies/manhunter/,7018,365,6,313,,http://www.imdb.com/title/tt0091474/,"2009-11-14 18:08:07",no,no,no,no
"The Jungle Book",1967,http://www.icheckmovies.com/movies/the+jungle+book/,71988,1517,11,414,,http://www.imdb.com/title/tt0061852/,"2009-11-14 18:07:21",no,no,no,no
"The Jerk",1979,http://www.icheckmovies.com/movies/the+jerk/,11529,640,6,196,,http://www.imdb.com/title/tt0079367/,"2009-11-14 18:07:16",no,no,no,no
Goldfinger,1964,http://www.icheckmovies.com/movies/goldfinger/,34404,1129,15,518,,http://www.imdb.com/title/tt0058150/,"2009-11-14 18:05:36",no,no,no,no
"A Fish Called Wanda",1988,http://www.icheckmovies.com/movies/a+fish+called+wanda/,23952,1255,8,399,,http://www.imdb.com/title/tt0095159/,"2009-11-14 18:05:05",no,no,no,no
"Ferris Bueller's Day Off",1986,http://www.icheckmovies.com/movies/ferris+buellers+day+off/,58128,4451,10,583,,http://www.imdb.com/title/tt0091042/,"2009-11-14 18:05:02",no,no,no,no
"Fast Times at Ridgemont High",1982,http://www.icheckmovies.com/movies/fast+times+at+ridgemont+high/,15453,576,7,299,,http://www.imdb.com/title/tt0083929/,"2009-11-14 18:05:00",no,no,no,no
"The Evil Dead",1981,http://www.icheckmovies.com/movies/the+evil+dead/,25663,1653,7,634,,http://www.imdb.com/title/tt0083907/,"2009-11-14 18:04:53",no,no,no,no
"Europa Europa",1990,http://www.icheckmovies.com/movies/europa+europa/,1898,105,6,175,"Europa Europe",http://www.imdb.com/title/tt0099776/,"2009-11-14 18:04:51",no,no,no,no
Dumbo,1941,http://www.icheckmovies.com/movies/dumbo/,50583,1002,9,395,,http://www.imdb.com/title/tt0033563/,"2009-11-14 18:04:38",no,no,no,no
Clerks,1994,http://www.icheckmovies.com/movies/clerks-1994/,36271,2933,8,460,,http://www.imdb.com/title/tt0109445/,"2009-11-14 18:03:50",no,no,no,no
"A Christmas Story",1983,http://www.icheckmovies.com/movies/a+christmas+story/,28889,1483,5,341,,http://www.imdb.com/title/tt0085334/,"2009-11-14 18:03:43",no,no,no,no
Carrie,1976,http://www.icheckmovies.com/movies/carrie/,31571,1357,9,657,,http://www.imdb.com/title/tt0074285/,"2009-11-14 18:03:34",no,no,no,no
"Bull Durham",1988,http://www.icheckmovies.com/movies/bull+durham/,6860,240,8,235,,http://www.imdb.com/title/tt0094812/,"2009-11-14 18:03:26",no,no,no,no
"The Breakfast Club",1985,http://www.icheckmovies.com/movies/the+breakfast+club/,61253,5221,9,699,,http://www.imdb.com/title/tt0088847/,"2009-11-14 18:03:18",no,no,no,no
"Boogie Nights",1997,http://www.icheckmovies.com/movies/boogie+nights/,28184,2357,10,614,,http://www.imdb.com/title/tt0118749/,"2009-11-14 18:03:12",no,no,no,no
"Blazing Saddles",1974,http://www.icheckmovies.com/movies/blazing+saddles/,27740,1690,14,519,,http://www.imdb.com/title/tt0071230/,"2009-11-14 18:03:07",no,no,no,no
Big,1988,http://www.icheckmovies.com/movies/big/,37295,1200,8,379,,http://www.imdb.com/title/tt0094737/,"2009-11-14 18:02:54",no,no,no,no
"An American Werewolf in London",1981,http://www.icheckmovies.com/movies/an+american+werewolf+in+london/,18546,1024,11,532,,http://www.imdb.com/title/tt0082010/,"2009-11-14 18:02:14",no,no,no,no
Airplane!,1980,http://www.icheckmovies.com/movies/airplaneexclamation/,47415,3161,14,616,,http://www.imdb.com/title/tt0080339/,"2009-11-14 18:02:02",no,no,no,no
Zulu,1964,http://www.icheckmovies.com/movies/zulu/,4717,214,8,215,,http://www.imdb.com/title/tt0058777/,"2009-11-14 18:00:43",no,no,no,no
"Der Untergang",2004,http://www.icheckmovies.com/movies/der+untergang/,32044,2189,15,555,Downfall,http://www.imdb.com/title/tt0363163/,"2009-11-14 18:00:19",no,no,no,no
Pinocchio,1940,http://www.icheckmovies.com/movies/pinocchio/,64605,1117,14,516,,http://www.imdb.com/title/tt0032910/,"2009-11-14 17:59:41",no,no,no,no
Fantasia,1940,http://www.icheckmovies.com/movies/fantasia/,54675,2091,20,614,,http://www.imdb.com/title/tt0032455/,"2009-11-14 17:59:33",no,no,no,no
"The Blues Brothers",1980,http://www.icheckmovies.com/movies/the+blues+brothers/,37750,2505,11,470,,http://www.imdb.com/title/tt0080455/,"2009-11-14 17:59:23",no,no,no,no
Serenity,2005,http://www.icheckmovies.com/movies/serenity/,29249,2721,3,306,,http://www.imdb.com/title/tt0379786/,"2009-11-14 17:59:05",no,no,no,no
Dracula,1931,http://www.icheckmovies.com/movies/dracula/,13171,459,11,482,,http://www.imdb.com/title/tt0021814/,"2009-11-14 17:58:14",no,no,no,no
"Evil Dead II",1987,http://www.icheckmovies.com/movies/evil+dead+ii/,22756,1902,8,574,,http://www.imdb.com/title/tt0092991/,"2009-11-14 17:57:55",no,no,no,no
Grindhouse,2007,http://www.icheckmovies.com/movies/grindhouse/,24930,1165,1,219,,http://www.imdb.com/title/tt0462322/,"2009-11-14 17:57:53",no,no,no,no
"The Birds",1963,http://www.icheckmovies.com/movies/the+birds/,37727,1814,18,741,,http://www.imdb.com/title/tt0056869/,"2009-11-14 17:57:50",no,no,no,no
Halloween,1978,http://www.icheckmovies.com/movies/halloween/,36276,1734,16,808,,http://www.imdb.com/title/tt0077651/,"2009-11-14 17:57:42",yes,no,no,no
"Invasion of the Body Snatchers",1956,http://www.icheckmovies.com/movies/invasion+of+the+body+snatchers/,13121,631,18,584,,http://www.imdb.com/title/tt0049366/,"2009-11-14 17:57:36",no,no,no,no
"Nosferatu, eine Symphonie des Grauens",1922,http://www.icheckmovies.com/movies/nosferatu+eine+symphonie+des+grauens/,21504,1333,27,894,Nosferatu,http://www.imdb.com/title/tt0013442/,"2009-11-14 17:57:28",no,no,no,no
Frankenstein,1931,http://www.icheckmovies.com/movies/frankenstein/,19116,741,17,709,,http://www.imdb.com/title/tt0021884/,"2009-11-14 17:57:25",no,no,no,no
Valkyrie,2008,http://www.icheckmovies.com/movies/valkyrie/,21887,510,1,132,,http://www.imdb.com/title/tt0985699/,"2009-11-14 17:56:56",no,no,no,no
"You Don't Mess with the Zohan",2008,http://www.icheckmovies.com/movies/you+dont+mess+with+the+zohan/,25922,324,1,92,,http://www.imdb.com/title/tt0960144/,"2009-11-14 17:56:53",no,no,no,no
"Vanilla Sky",2001,http://www.icheckmovies.com/movies/vanilla+sky/,32515,1330,2,214,,http://www.imdb.com/title/tt0259711/,"2009-11-14 17:56:51",no,no,no,no
"American Pie",1999,http://www.icheckmovies.com/movies/american+pie/,65440,1139,6,275,,http://www.imdb.com/title/tt0163651/,"2009-11-14 17:56:48",no,no,no,no
"Teenage Mutant Ninja Turtles",1990,http://www.icheckmovies.com/movies/teenage+mutant+ninja+turtles/,29387,595,3,132,,http://www.imdb.com/title/tt0100758/,"2009-11-14 17:56:47",no,no,no,no
"Kindergarten Cop",1990,http://www.icheckmovies.com/movies/kindergarten+cop/,29180,380,3,103,,http://www.imdb.com/title/tt0099938/,"2009-11-14 17:56:46",no,no,no,no
"Sleepy Hollow",1999,http://www.icheckmovies.com/movies/sleepy+hollow/,46886,2050,4,323,,http://www.imdb.com/title/tt0162661/,"2009-11-14 17:56:44",no,no,no,no
Moonraker,1979,http://www.icheckmovies.com/movies/moonraker/,16766,184,3,158,,http://www.imdb.com/title/tt0079574/,"2009-11-14 17:56:42",no,no,no,no
Traffic,2000,http://www.icheckmovies.com/movies/traffic/,23329,916,7,372,,http://www.imdb.com/title/tt0181865/,"2009-11-14 17:56:40",no,no,no,no
"The Fast and the Furious",2001,http://www.icheckmovies.com/movies/the+fast+and+the+furious/,44174,664,2,237,,http://www.imdb.com/title/tt0232500/,"2009-11-14 17:56:37",no,no,no,no
"Clear and Present Danger",1994,http://www.icheckmovies.com/movies/clear+and+present+danger/,9227,147,2,91,,http://www.imdb.com/title/tt0109444/,"2009-11-14 17:56:36",no,no,no,no
Collateral,2004,http://www.icheckmovies.com/movies/collateral/,34338,1590,6,388,,http://www.imdb.com/title/tt0369339/,"2009-11-14 17:56:34",no,no,no,no
"Red Dragon",2002,http://www.icheckmovies.com/movies/red+dragon/,26902,743,2,165,,http://www.imdb.com/title/tt0289765/,"2009-11-14 17:56:32",no,no,no,no
"Jaws 2",1978,http://www.icheckmovies.com/movies/jaws+2/,16965,89,3,118,,http://www.imdb.com/title/tt0077766/,"2009-11-14 17:56:30",no,no,no,no
"End of Days",1999,http://www.icheckmovies.com/movies/end+of+days/,12890,90,1,72,,http://www.imdb.com/title/tt0146675/,"2009-11-14 17:56:28",no,no,no,no
Entrapment,1999,http://www.icheckmovies.com/movies/entrapment/,15398,181,2,72,,http://www.imdb.com/title/tt0137494/,"2009-11-14 17:56:25",no,no,no,no
"Ace Ventura: When Nature Calls",1995,http://www.icheckmovies.com/movies/ace+ventura+when+nature+calls/,47900,920,2,138,,http://www.imdb.com/title/tt0112281/,"2009-11-14 17:56:22",no,no,no,no
"The Bourne Identity",2002,http://www.icheckmovies.com/movies/the+bourne+identity/,65150,2835,5,446,,http://www.imdb.com/title/tt0258463/,"2009-11-14 17:56:21",no,no,no,no
"The Patriot",2000,http://www.icheckmovies.com/movies/the+patriot/,29552,802,2,192,,http://www.imdb.com/title/tt0187393/,"2009-11-14 17:56:20",no,no,no,no
"Ghostbusters II",1989,http://www.icheckmovies.com/movies/ghostbusters+ii/,33969,611,2,187,,http://www.imdb.com/title/tt0097428/,"2009-11-14 17:56:17",no,no,no,no
Twins,1988,http://www.icheckmovies.com/movies/twins/,21483,194,3,80,,http://www.imdb.com/title/tt0096320/,"2009-11-14 17:56:15",no,no,no,no
"Wild Wild West",1999,http://www.icheckmovies.com/movies/wild+wild+west/,32946,320,2,118,,http://www.imdb.com/title/tt0120891/,"2009-11-14 17:56:14",no,no,no,no
"The Terminal",2004,http://www.icheckmovies.com/movies/the+terminal/,47734,2072,1,213,,http://www.imdb.com/title/tt0362227/,"2009-11-14 17:56:12",no,no,no,no
"Bedtime Stories",2008,http://www.icheckmovies.com/movies/bedtime+stories/,14956,154,2,85,,http://www.imdb.com/title/tt0960731/,"2009-11-14 17:56:11",no,no,no,no
Flightplan,2005,http://www.icheckmovies.com/movies/flightplan/,21399,229,1,87,,http://www.imdb.com/title/tt0408790/,"2009-11-14 17:56:09",no,no,no,no
"Knocked Up",2007,http://www.icheckmovies.com/movies/knocked+up/,47451,1195,4,277,,http://www.imdb.com/title/tt0478311/,"2009-11-14 17:56:07",no,no,no,no
Elf,2003,http://www.icheckmovies.com/movies/elf/,43772,1507,3,264,,http://www.imdb.com/title/tt0319343/,"2009-11-14 17:56:05",no,no,no,no
"Ghost Rider",2007,http://www.icheckmovies.com/movies/ghost+rider/,27615,173,2,146,,http://www.imdb.com/title/tt0259324/,"2009-11-14 17:56:04",no,no,no,no
Jumper,2008,http://www.icheckmovies.com/movies/jumper/,33527,529,1,128,,http://www.imdb.com/title/tt0489099/,"2009-11-14 17:55:56",no,no,no,no
"The Little Mermaid",1989,http://www.icheckmovies.com/movies/the+little+mermaid/,73638,2271,6,408,,http://www.imdb.com/title/tt0097757/,"2009-11-14 17:55:55",no,no,no,no
"Honey, I Shrunk the Kids",1989,http://www.icheckmovies.com/movies/honey+i+shrunk+the+kids/,50632,565,2,134,,http://www.imdb.com/title/tt0097523/,"2009-11-14 17:55:54",no,no,no,no
"Con Air",1997,http://www.icheckmovies.com/movies/con+air/,32441,865,3,198,,http://www.imdb.com/title/tt0118880/,"2009-11-14 17:55:52",no,no,no,no
Taken,2008,http://www.icheckmovies.com/movies/taken/,52028,2485,2,292,,http://www.imdb.com/title/tt0936501/,"2009-11-14 17:55:51",no,no,no,no
"One Hundred and One Dalmatians",1961,http://www.icheckmovies.com/movies/one+hundred+and+one+dalmatians/,62253,979,8,266,"101 Dalmatians",http://www.imdb.com/title/tt0055254/,"2009-11-14 17:55:47",no,no,no,no
"Space Jam",1996,http://www.icheckmovies.com/movies/space+jam/,57085,1463,3,201,,http://www.imdb.com/title/tt0117705/,"2009-11-14 17:55:45",no,no,no,no
"Yes Man",2008,http://www.icheckmovies.com/movies/yes+man/,47454,1186,1,160,,http://www.imdb.com/title/tt1068680/,"2009-11-14 17:55:43",no,no,no,no
Juno,2007,http://www.icheckmovies.com/movies/juno/,81617,4715,12,517,,http://www.imdb.com/title/tt0467406/,"2009-11-14 17:55:41",no,no,no,no
"Lethal Weapon 2",1989,http://www.icheckmovies.com/movies/lethal+weapon+2/,24718,424,4,162,,http://www.imdb.com/title/tt0097733/,"2009-11-14 17:55:40",no,no,no,no
Constantine,2005,http://www.icheckmovies.com/movies/constantine/,36858,1480,1,181,,http://www.imdb.com/title/tt0360486/,"2009-11-14 17:55:35",no,no,no,no
"The Ring",2002,http://www.icheckmovies.com/movies/the+ring-2002/,54201,1244,5,331,,http://www.imdb.com/title/tt0298130/,"2009-11-14 17:55:33",no,no,no,no
"Gone in Sixty Seconds",2000,http://www.icheckmovies.com/movies/gone+in+sixty+seconds/,33247,668,2,133,"Gone in 60 Seconds",http://www.imdb.com/title/tt0187078/,"2009-11-14 17:55:30",no,no,no,no
"Get Smart",2008,http://www.icheckmovies.com/movies/get+smart/,29293,413,2,106,,http://www.imdb.com/title/tt0425061/,"2009-11-14 17:55:28",no,no,no,no
"American Wedding",2003,http://www.icheckmovies.com/movies/american+wedding/,29406,270,2,134,,http://www.imdb.com/title/tt0328828/,"2009-11-14 17:55:26",no,no,no,no
Bean,1997,http://www.icheckmovies.com/movies/bean/,33167,388,2,80,,http://www.imdb.com/title/tt0118689/,"2009-11-14 17:55:21",no,no,no,no
"Big Daddy",1999,http://www.icheckmovies.com/movies/big+daddy/,32791,603,2,121,,http://www.imdb.com/title/tt0142342/,"2009-11-14 17:55:19",no,no,no,no
"The Mask of Zorro",1998,http://www.icheckmovies.com/movies/the+mask+of+zorro/,37319,470,2,129,,http://www.imdb.com/title/tt0120746/,"2009-11-14 17:55:16",no,no,no,no
Eraser,1996,http://www.icheckmovies.com/movies/eraser/,14019,129,3,94,,http://www.imdb.com/title/tt0116213/,"2009-11-14 17:55:14",no,no,no,no
"2 Fast 2 Furious",2003,http://www.icheckmovies.com/movies/2+fast+2+furious/,34523,331,3,177,,http://www.imdb.com/title/tt0322259/,"2009-11-14 17:55:13",no,no,no,no
"Batman & Robin",1997,http://www.icheckmovies.com/movies/batman+and+robin/,37709,197,2,222,,http://www.imdb.com/title/tt0118688/,"2009-11-14 17:55:09",no,no,no,no
"A Few Good Men",1992,http://www.icheckmovies.com/movies/a+few+good+men/,23732,1033,3,294,,http://www.imdb.com/title/tt0104257/,"2009-11-14 17:55:07",no,no,no,no
"Die Hard 2",1990,http://www.icheckmovies.com/movies/die+hard+2/,37108,762,3,213,,http://www.imdb.com/title/tt0099423/,"2009-11-14 17:55:05",no,no,no,no
"The Blair Witch Project",1999,http://www.icheckmovies.com/movies/the+blair+witch+project/,50399,1417,14,568,,http://www.imdb.com/title/tt0185937/,"2009-11-14 17:55:03",no,no,no,no
Face/Off,1997,http://www.icheckmovies.com/movies/faceslashoff/,39797,1412,8,309,,http://www.imdb.com/title/tt0119094/,"2009-11-14 17:55:01",no,no,no,no
Hulk,2003,http://www.icheckmovies.com/movies/hulk/,36912,255,3,184,,http://www.imdb.com/title/tt0286716/,"2009-11-14 17:55:00",no,no,no,no
