title,year,url,checkedcount,favouritecount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
Rubber,2010,http://www.icheckmovies.com/movies/rubber/,4035,246,1,183,,http://www.imdb.com/title/tt1612774/,"2013-05-02 05:40:30",no,no,no,no
"Cedar Rapids",2011,http://www.icheckmovies.com/movies/cedar+rapids/,2549,50,0,51,,http://www.imdb.com/title/tt1477837/,"2013-05-02 05:39:54",no,no,no,no
"Speed 2: Cruise Control",1997,http://www.icheckmovies.com/movies/speed+2+cruise+control/,5372,24,0,66,,http://www.imdb.com/title/tt0120179/,"2013-05-02 05:39:08",no,no,no,no
Wishmaster,1997,http://www.icheckmovies.com/movies/wishmaster/,1275,24,1,69,,http://www.imdb.com/title/tt0120524/,"2013-05-02 05:38:49",no,no,no,no
Machete,2010,http://www.icheckmovies.com/movies/machete/,15683,674,1,181,,http://www.imdb.com/title/tt0985694/,"2013-05-02 05:38:26",no,no,no,no
"Half Past Dead",2002,http://www.icheckmovies.com/movies/half+past+dead/,556,5,0,21,,http://www.imdb.com/title/tt0297162/,"2013-05-02 05:38:08",no,no,no,no
"Exit Wounds",2001,http://www.icheckmovies.com/movies/exit+wounds/,1184,17,0,32,,http://www.imdb.com/title/tt0242445/,"2013-05-02 05:38:07",no,no,no,no
"The Glimmer Man",1996,http://www.icheckmovies.com/movies/the+glimmer+man/,736,6,0,23,,http://www.imdb.com/title/tt0116421/,"2013-05-02 05:38:04",no,no,no,no
"Executive Decision",1996,http://www.icheckmovies.com/movies/executive+decision/,1711,39,0,55,,http://www.imdb.com/title/tt0116253/,"2013-05-02 05:38:02",no,no,no,no
"Under Siege 2: Dark Territory",1995,http://www.icheckmovies.com/movies/under+siege+2+dark+territory/,2417,23,1,45,,http://www.imdb.com/title/tt0114781/,"2013-05-02 05:37:59",no,no,no,no
"Under Siege",1992,http://www.icheckmovies.com/movies/under+siege/,4789,100,2,93,,http://www.imdb.com/title/tt0105690/,"2013-05-02 05:37:58",no,no,no,no
"Marked for Death",1990,http://www.icheckmovies.com/movies/marked+for+death/,1042,20,1,36,,http://www.imdb.com/title/tt0100114/,"2013-05-02 05:37:57",no,no,no,no
"Hard to Kill",1990,http://www.icheckmovies.com/movies/hard+to+kill/,1679,17,1,44,,http://www.imdb.com/title/tt0099739/,"2013-05-02 05:37:55",no,no,no,no
"Cheaper by the Dozen",2003,http://www.icheckmovies.com/movies/cheaper+by+the+dozen/,10738,103,2,86,,http://www.imdb.com/title/tt0349205/,"2013-05-02 05:37:41",no,no,no,no
"Father of the Bride Part II",1995,http://www.icheckmovies.com/movies/father+of+the+bride+part+ii/,3768,76,1,44,,http://www.imdb.com/title/tt0113041/,"2013-05-02 05:37:34",no,no,no,no
"Father of the Bride",1991,http://www.icheckmovies.com/movies/father+of+the+bride-1991/,6980,160,1,72,,http://www.imdb.com/title/tt0101862/,"2013-05-02 05:37:31",no,no,no,no
Parenthood,1989,http://www.icheckmovies.com/movies/parenthood/,2945,122,2,105,,http://www.imdb.com/title/tt0098067/,"2013-05-02 05:37:28",no,no,no,no
"¡Three Amigos!",1986,http://www.icheckmovies.com/movies/three+amigosexclamation/,4874,196,1,101,,http://www.imdb.com/title/tt0092086/,"2013-05-02 05:37:21",no,no,no,no
Disturbia,2007,http://www.icheckmovies.com/movies/disturbia/,13466,400,0,113,,http://www.imdb.com/title/tt0486822/,"2013-05-02 05:37:02",no,no,no,no
"Dumb and Dumberer: When Harry Met Lloyd",2003,http://www.icheckmovies.com/movies/dumb+and+dumberer+when+harry+met+lloyd/,2692,14,0,28,,http://www.imdb.com/title/tt0329028/,"2013-05-02 05:36:58",no,no,no,no
Arachnophobia,1990,http://www.icheckmovies.com/movies/arachnophobia/,5020,99,2,108,,http://www.imdb.com/title/tt0099052/,"2013-05-02 05:36:43",no,no,no,no
"The 6th Day",2000,http://www.icheckmovies.com/movies/the+6th+day/,5251,58,0,52,,http://www.imdb.com/title/tt0216216/,"2013-05-02 05:35:59",no,no,no,no
"We Own the Night",2007,http://www.icheckmovies.com/movies/we+own+the+night/,3602,127,1,85,,http://www.imdb.com/title/tt0498399/,"2013-05-02 05:35:55",no,no,no,no
Bones,2001,http://www.icheckmovies.com/movies/bones/,237,2,0,21,,http://www.imdb.com/title/tt0166110/,"2013-05-02 05:34:56",no,no,no,no
Vacancy,2007,http://www.icheckmovies.com/movies/vacancy/,3602,74,1,78,,http://www.imdb.com/title/tt0452702/,"2013-05-02 05:33:51",no,no,no,no
"Trick 'r Treat",2007,http://www.icheckmovies.com/movies/trick+r+treat/,4720,318,1,182,,http://www.imdb.com/title/tt0862856/,"2013-05-02 05:33:49",no,no,no,no
"The Reaping",2007,http://www.icheckmovies.com/movies/the+reaping/,1573,23,0,48,,http://www.imdb.com/title/tt0444682/,"2013-05-02 05:33:10",no,no,no,no
"Paranormal Activity 2",2010,http://www.icheckmovies.com/movies/paranormal+activity+2/,9002,119,2,136,,http://www.imdb.com/title/tt1536044/,"2013-05-02 05:33:04",no,no,no,no
"Panic Room",2002,http://www.icheckmovies.com/movies/panic+room/,20796,472,2,183,,http://www.imdb.com/title/tt0258000/,"2013-05-02 05:33:03",no,no,no,no
"Night of the Creeps",1986,http://www.icheckmovies.com/movies/night+of+the+creeps/,1992,127,1,129,,http://www.imdb.com/title/tt0091630/,"2013-05-02 05:32:53",no,no,no,no
"Jennifer's Body",2009,http://www.icheckmovies.com/movies/jennifers+body/,8454,180,1,131,,http://www.imdb.com/title/tt1131734/,"2013-05-02 05:32:25",no,no,no,no
"The Amityville Horror",2005,http://www.icheckmovies.com/movies/the+amityville+horror-2005/,5029,65,0,93,,http://www.imdb.com/title/tt0384806/,"2013-05-02 05:31:34",no,no,no,no
"Nick and Norah's Infinite Playlist",2008,http://www.icheckmovies.com/movies/nick+and+norahs+infinite+playlist/,10687,496,0,104,,http://www.imdb.com/title/tt0981227/,"2013-05-02 05:31:08",no,no,no,no
"Year One",2009,http://www.icheckmovies.com/movies/year+one/,6322,56,0,57,,http://www.imdb.com/title/tt1045778/,"2013-05-02 05:31:06",no,no,no,no
"Phone Booth",2002,http://www.icheckmovies.com/movies/phone+booth/,16216,531,0,146,,http://www.imdb.com/title/tt0183649/,"2013-05-02 05:30:48",no,no,no,no
"Disturbing Behavior",1998,http://www.icheckmovies.com/movies/disturbing+behavior/,931,26,0,43,"Disturbing Behaviour",http://www.imdb.com/title/tt0134619/,"2013-05-02 05:30:44",no,no,no,no
Underworld,2003,http://www.icheckmovies.com/movies/underworld-2003-1/,14537,468,0,162,,http://www.imdb.com/title/tt0320691/,"2013-05-02 05:30:30",no,no,no,no
"The Chronicles of Riddick",2004,http://www.icheckmovies.com/movies/the+chronicles+of+riddick/,9908,284,0,120,,http://www.imdb.com/title/tt0296572/,"2013-05-02 05:30:08",no,no,no,no
"Hollow Man",2000,http://www.icheckmovies.com/movies/hollow+man/,7176,77,1,107,,http://www.imdb.com/title/tt0164052/,"2013-05-02 05:29:47",no,no,no,no
Invincible,2006,http://www.icheckmovies.com/movies/invincible-2006/,2197,64,0,56,,http://www.imdb.com/title/tt0445990/,"2013-05-02 05:27:35",no,no,no,no
"Daddy Day Care",2003,http://www.icheckmovies.com/movies/daddy+day+care/,6595,63,1,45,,http://www.imdb.com/title/tt0317303/,"2013-05-02 05:27:05",no,no,no,no
"I Spy",2002,http://www.icheckmovies.com/movies/i+spy/,3053,26,0,28,,http://www.imdb.com/title/tt0297181/,"2013-05-02 05:27:04",no,no,no,no
Showtime,2002,http://www.icheckmovies.com/movies/showtime/,2857,27,0,31,,http://www.imdb.com/title/tt0284490/,"2013-05-02 05:27:03",no,no,no,no
"Dr. Dolittle 2",2001,http://www.icheckmovies.com/movies/dr.+dolittle+2/,4777,19,2,43,,http://www.imdb.com/title/tt0240462/,"2013-05-02 05:27:02",no,no,no,no
"Nutty Professor II: The Klumps",2000,http://www.icheckmovies.com/movies/nutty+professor+ii+the+klumps/,4997,21,2,43,,http://www.imdb.com/title/tt0144528/,"2013-05-02 05:26:59",no,no,no,no
Life,1999,http://www.icheckmovies.com/movies/life/,1661,42,0,37,,http://www.imdb.com/title/tt0123964/,"2013-05-02 05:26:58",no,no,no,no
"Holy Man",1998,http://www.icheckmovies.com/movies/holy+man/,1086,11,0,17,,http://www.imdb.com/title/tt0120701/,"2013-05-02 05:26:56",no,no,no,no
Metro,1997,http://www.icheckmovies.com/movies/metro/,1098,13,0,14,,http://www.imdb.com/title/tt0119664/,"2013-05-02 05:26:53",no,no,no,no
"Vampire in Brooklyn",1995,http://www.icheckmovies.com/movies/vampire+in+brooklyn/,1276,16,0,32,,http://www.imdb.com/title/tt0114825/,"2013-05-02 05:26:52",no,no,no,no
"Beverly Hills Cop III",1994,http://www.icheckmovies.com/movies/beverly+hills+cop+iii/,4620,56,0,58,,http://www.imdb.com/title/tt0109254/,"2013-05-02 05:26:51",no,no,no,no
"Another 48 Hrs.",1990,http://www.icheckmovies.com/movies/another+48+hrs./,1543,18,1,38,,http://www.imdb.com/title/tt0099044/,"2013-05-02 05:26:49",no,no,no,no
"The Golden Child",1986,http://www.icheckmovies.com/movies/the+golden+child/,2527,50,1,57,,http://www.imdb.com/title/tt0091129/,"2013-05-02 05:26:47",no,no,no,no
"48 Hrs.",1982,http://www.icheckmovies.com/movies/48+hrs./,4056,108,3,112,,http://www.imdb.com/title/tt0083511/,"2013-05-02 05:26:45",no,no,no,no
"The Rocky Horror Picture Show",1975,http://www.icheckmovies.com/movies/the+rocky+horror+picture+show/,32190,2686,11,526,,http://www.imdb.com/title/tt0073629/,"2013-05-02 05:23:22",no,no,no,no
"The Nutty Professor",1963,http://www.icheckmovies.com/movies/the+nutty+professor/,9300,151,11,215,,http://www.imdb.com/title/tt0057372/,"2013-05-02 05:23:10",no,no,no,no
"The Lords of Salem",2012,http://www.icheckmovies.com/movies/the+lords+of+salem/,1246,58,1,104,,http://www.imdb.com/title/tt1731697/,"2013-05-02 05:18:01",no,no,no,no
"A Night at the Roxbury",1998,http://www.icheckmovies.com/movies/a+night+at+the+roxbury/,4774,162,0,55,,http://www.imdb.com/title/tt0120770/,"2013-05-01 20:08:34",no,no,no,no
Dick,1999,http://www.icheckmovies.com/movies/dick/,1343,36,0,36,,http://www.imdb.com/title/tt0144168/,"2013-05-01 20:08:31",no,no,no,no
Superstar,1999,http://www.icheckmovies.com/movies/superstar/,2152,51,1,37,,http://www.imdb.com/title/tt0167427/,"2013-05-01 20:08:29",no,no,no,no
"The Ladies Man",2000,http://www.icheckmovies.com/movies/the+ladies+man-2000/,792,8,0,18,,http://www.imdb.com/title/tt0213790/,"2013-05-01 20:08:28",no,no,no,no
"Starsky & Hutch",2004,http://www.icheckmovies.com/movies/starsky+and+hutch/,10085,121,1,79,,http://www.imdb.com/title/tt0335438/,"2013-05-01 20:08:25",no,no,no,no
"Kicking & Screaming",2005,http://www.icheckmovies.com/movies/kicking+and+screaming-2005-1/,2799,34,0,36,,http://www.imdb.com/title/tt0384642/,"2013-05-01 20:08:24",no,no,no,no
"The Goods: Live Hard, Sell Hard",2009,http://www.icheckmovies.com/movies/the+goods+live+hard+sell+hard/,1108,25,0,20,,http://www.imdb.com/title/tt1092633/,"2013-05-01 20:08:18",no,no,no,no
"Knight and Day",2010,http://www.icheckmovies.com/movies/knight+and+day/,16758,221,1,110,,http://www.imdb.com/title/tt1013743/,"2013-05-01 20:07:46",no,no,no,no
Cocktail,1988,http://www.icheckmovies.com/movies/cocktail/,4400,76,2,76,,http://www.imdb.com/title/tt0094889/,"2013-05-01 20:07:36",no,no,no,no
"Crank: High Voltage",2009,http://www.icheckmovies.com/movies/crank+high+voltage/,8060,234,0,108,,http://www.imdb.com/title/tt1121931/,"2013-05-01 20:07:07",no,no,no,no
"Death Race",2008,http://www.icheckmovies.com/movies/death+race/,7930,152,0,88,,http://www.imdb.com/title/tt0452608/,"2013-05-01 20:07:04",no,no,no,no
"Transporter 3",2008,http://www.icheckmovies.com/movies/transporter+3/,7113,112,1,73,,http://www.imdb.com/title/tt1129442/,"2013-05-01 20:07:04",no,no,no,no
War,2007,http://www.icheckmovies.com/movies/war/,2318,37,1,37,,http://www.imdb.com/title/tt0499556/,"2013-05-01 20:07:03",no,no,no,no
Crank,2006,http://www.icheckmovies.com/movies/crank/,16675,603,0,157,,http://www.imdb.com/title/tt0479884/,"2013-05-01 20:07:01",no,no,no,no
"The Pink Panther",2006,http://www.icheckmovies.com/movies/the+pink+panther-2006/,6804,84,0,62,,http://www.imdb.com/title/tt0383216/,"2013-05-01 20:07:00",no,no,no,no
"Transporter 2",2005,http://www.icheckmovies.com/movies/transporter+2/,9154,143,0,77,,http://www.imdb.com/title/tt0388482/,"2013-05-01 20:06:58",no,no,no,no
Chaos,2005,http://www.icheckmovies.com/movies/chaos/,1521,35,0,33,,http://www.imdb.com/title/tt0402910/,"2013-05-01 20:06:57",no,no,no,no
Cellular,2004,http://www.icheckmovies.com/movies/cellular/,4250,99,0,47,,http://www.imdb.com/title/tt0337921/,"2013-05-01 20:06:51",no,no,no,no
"Mean Machine",2001,http://www.icheckmovies.com/movies/mean+machine/,2019,48,0,24,,http://www.imdb.com/title/tt0291341/,"2013-05-01 20:06:49",no,no,no,no
"The Transporter",2002,http://www.icheckmovies.com/movies/the+transporter/,13990,326,0,124,,http://www.imdb.com/title/tt0293662/,"2013-05-01 20:06:49",no,no,no,no
"The One",2001,http://www.icheckmovies.com/movies/the+one/,3502,57,0,44,,http://www.imdb.com/title/tt0267804/,"2013-05-01 20:06:48",no,no,no,no
"He Got Game",1998,http://www.icheckmovies.com/movies/he+got+game/,1645,77,0,77,,http://www.imdb.com/title/tt0124718/,"2013-05-01 20:06:00",no,no,no,no
"John Q",2002,http://www.icheckmovies.com/movies/john+q/,5395,199,0,68,,http://www.imdb.com/title/tt0251160/,"2013-05-01 20:05:52",no,no,no,no
Steel,1997,http://www.icheckmovies.com/movies/steel/,593,2,0,23,,http://www.imdb.com/title/tt0120207/,"2013-05-01 20:05:34",no,no,no,no
Catwoman,2004,http://www.icheckmovies.com/movies/catwoman/,6897,38,0,111,,http://www.imdb.com/title/tt0327554/,"2013-05-01 20:05:32",no,no,no,no
"Superman IV: The Quest for Peace",1987,http://www.icheckmovies.com/movies/superman+iv+the+quest+for+peace/,2717,11,0,74,,http://www.imdb.com/title/tt0094074/,"2013-05-01 20:05:30",no,no,no,no
"Teenage Mutant Ninja Turtles III",1993,http://www.icheckmovies.com/movies/teenage+mutant+ninja+turtles+iii/,3202,25,0,62,,http://www.imdb.com/title/tt0108308/,"2013-05-01 20:05:27",no,no,no,no
"The Meteor Man",1993,http://www.icheckmovies.com/movies/the+meteor+man/,500,8,0,20,,http://www.imdb.com/title/tt0107563/,"2013-05-01 20:05:26",no,no,no,no
"The Phantom",1996,http://www.icheckmovies.com/movies/the+phantom/,1624,23,0,50,,http://www.imdb.com/title/tt0117331/,"2013-05-01 20:05:25",no,no,no,no
"Superman III",1983,http://www.icheckmovies.com/movies/superman+iii/,3950,28,1,83,,http://www.imdb.com/title/tt0086393/,"2013-05-01 20:05:18",no,no,no,no
Spawn,1997,http://www.icheckmovies.com/movies/spawn/,3727,58,0,64,"""Todd McFarlane's Spawn""",http://www.imdb.com/title/tt0120177/,"2013-05-01 20:05:17",no,no,no,no
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,http://www.icheckmovies.com/movies/teenage+mutant+ninja+turtles+ii+the+secret+of+the+ooze/,4988,90,1,83,,http://www.imdb.com/title/tt0103060/,"2013-05-01 20:05:12",no,no,no,no
"The League of Extraordinary Gentlemen",2003,http://www.icheckmovies.com/movies/the+league+of+extraordinary+gentlemen/,12817,257,1,106,,http://www.imdb.com/title/tt0311429/,"2013-05-01 20:05:11",no,no,no,no
"The Shadow",1994,http://www.icheckmovies.com/movies/the+shadow/,1604,49,1,59,,http://www.imdb.com/title/tt0111143/,"2013-05-01 20:05:10",no,no,no,no
"The Legend of Zorro",2005,http://www.icheckmovies.com/movies/the+legend+of+zorro/,6998,66,0,47,,http://www.imdb.com/title/tt0386140/,"2013-05-01 20:05:07",no,no,no,no
"The Rocketeer",1991,http://www.icheckmovies.com/movies/the+rocketeer/,3511,126,0,120,,http://www.imdb.com/title/tt0102803/,"2013-05-01 20:05:05",no,no,no,no
Super,2010,http://www.icheckmovies.com/movies/super-2010-2/,6040,342,0,132,,http://www.imdb.com/title/tt1512235/,"2013-05-01 20:05:02",no,no,no,no
Kingpin,1996,http://www.icheckmovies.com/movies/kingpin/,4905,170,1,104,,http://www.imdb.com/title/tt0116778/,"2013-05-01 20:04:11",no,no,no,no
"Top Secret!",1984,http://www.icheckmovies.com/movies/top+secretexclamation/,3634,237,1,102,,http://www.imdb.com/title/tt0088286/,"2013-05-01 20:04:08",no,no,no,no
"Batman: Mask of the Phantasm",1993,http://www.icheckmovies.com/movies/batman+mask+of+the+phantasm/,7524,353,1,130,"Batman: The Animated Movie",http://www.imdb.com/title/tt0106364/,"2013-05-01 20:03:33",no,no,no,no
"Big Trouble",2002,http://www.icheckmovies.com/movies/big+trouble/,824,25,0,27,,http://www.imdb.com/title/tt0246464/,"2013-05-01 20:03:22",no,no,no,no
"Our Idiot Brother",2011,http://www.icheckmovies.com/movies/our+idiot+brother/,5666,152,0,73,,http://www.imdb.com/title/tt1637706/,"2013-05-01 20:03:08",no,no,no,no
"The Hitchhiker's Guide to the Galaxy",2005,http://www.icheckmovies.com/movies/the+hitchhikers+guide+to+the+galaxy/,19887,1083,1,186,,http://www.imdb.com/title/tt0371724/,"2013-05-01 20:02:59",no,no,no,no
Unstoppable,2010,http://www.icheckmovies.com/movies/unstoppable/,8569,185,0,102,,http://www.imdb.com/title/tt0477080/,"2013-05-01 20:02:48",no,no,no,no
"Deja Vu",2006,http://www.icheckmovies.com/movies/deja+vu/,12535,392,1,149,,http://www.imdb.com/title/tt0453467/,"2013-05-01 20:02:43",no,no,no,no
Domino,2005,http://www.icheckmovies.com/movies/domino/,4247,120,0,69,,http://www.imdb.com/title/tt0421054/,"2013-05-01 20:02:43",no,no,no,no
"The Taking of Pelham 123",2009,http://www.icheckmovies.com/movies/the+taking+of+pelham+123/,7134,122,0,80,,http://www.imdb.com/title/tt1111422/,"2013-05-01 20:02:41",no,no,no,no
"The New Guy",2002,http://www.icheckmovies.com/movies/the+new+guy/,2688,45,0,22,,http://www.imdb.com/title/tt0241760/,"2013-05-01 20:02:13",no,no,no,no
"Wet Hot American Summer",2001,http://www.icheckmovies.com/movies/wet+hot+american+summer/,7801,528,1,147,,http://www.imdb.com/title/tt0243655/,"2013-05-01 20:02:10",no,no,no,no
"Youth in Revolt",2009,http://www.icheckmovies.com/movies/youth+in+revolt/,6911,191,0,84,,http://www.imdb.com/title/tt0403702/,"2013-05-01 20:02:06",no,no,no,no
"How High",2001,http://www.icheckmovies.com/movies/how+high/,3132,86,0,42,,http://www.imdb.com/title/tt0278488/,"2013-05-01 20:01:57",no,no,no,no
"Orange County",2002,http://www.icheckmovies.com/movies/orange+county/,3731,82,0,50,,http://www.imdb.com/title/tt0273923/,"2013-05-01 20:01:56",no,no,no,no
"Saving Silverman",2001,http://www.icheckmovies.com/movies/saving+silverman/,2387,47,0,24,"Evil Woman",http://www.imdb.com/title/tt0239948/,"2013-05-01 20:01:43",no,no,no,no
Tomcats,2001,http://www.icheckmovies.com/movies/tomcats/,797,12,0,20,,http://www.imdb.com/title/tt0246989/,"2013-05-01 20:01:39",no,no,no,no
"She's All That",1999,http://www.icheckmovies.com/movies/shes+all+that/,7735,129,0,71,,http://www.imdb.com/title/tt0160862/,"2013-05-01 20:01:30",no,no,no,no
"Empire Records",1995,http://www.icheckmovies.com/movies/empire+records/,4120,310,0,63,"Rock & Fun",http://www.imdb.com/title/tt0112950/,"2013-05-01 20:01:24",no,no,no,no
"The Girl Next Door",2004,http://www.icheckmovies.com/movies/the+girl+next+door/,13306,356,0,98,,http://www.imdb.com/title/tt0265208/,"2013-05-01 20:01:20",no,no,no,no
"Not Another Teen Movie",2001,http://www.icheckmovies.com/movies/not+another+teen+movie/,9772,135,0,67,,http://www.imdb.com/title/tt0277371/,"2013-05-01 20:01:17",no,no,no,no
"Bring It On",2000,http://www.icheckmovies.com/movies/bring+it+on/,12464,292,0,108,,http://www.imdb.com/title/tt0204946/,"2013-05-01 20:01:14",no,no,no,no
"Legally Blonde",2001,http://www.icheckmovies.com/movies/legally+blonde/,22188,537,1,173,,http://www.imdb.com/title/tt0250494/,"2013-05-01 20:01:10",no,no,no,no
"Can't Hardly Wait",1998,http://www.icheckmovies.com/movies/cant+hardly+wait/,3288,135,0,72,,http://www.imdb.com/title/tt0127723/,"2013-05-01 20:01:06",no,no,no,no
"Mean Girls",2004,http://www.icheckmovies.com/movies/mean+girls/,50407,2772,3,388,,http://www.imdb.com/title/tt0377092/,"2013-05-01 20:01:06",no,no,no,no
"Mystery, Alaska",1999,http://www.icheckmovies.com/movies/mystery+alaska/,928,37,0,35,,http://www.imdb.com/title/tt0134618/,"2013-05-01 20:00:52",no,no,no,no
"Robin Hood",2010,http://www.icheckmovies.com/movies/robin+hood-2010/,23435,363,1,145,,http://www.imdb.com/title/tt0955308/,"2013-05-01 20:00:45",no,no,no,no
"Evan Almighty",2007,http://www.icheckmovies.com/movies/evan+almighty/,13183,111,1,90,,http://www.imdb.com/title/tt0413099/,"2013-05-01 20:00:29",no,no,no,no
Dreamcatcher,2003,http://www.icheckmovies.com/movies/dreamcatcher/,5182,74,0,78,,http://www.imdb.com/title/tt0285531/,"2013-05-01 20:00:18",no,no,no,no
"The Sum of All Fears",2002,http://www.icheckmovies.com/movies/the+sum+of+all+fears/,4340,67,2,77,,http://www.imdb.com/title/tt0164184/,"2013-05-01 20:00:16",no,no,no,no
